,Genome,Rank,Count,Hamming_distance,Match
2004,G000801625,Family,1309,3,True
2005,G000801625,Kingdom,1239,5,True
2006,G000801625,Genus,1221,3,True
2007,G000801625,Species,1076,0,False
2008,G000801625,Phylum,880,2,True
2009,G000801625,Kingdom,855,2,True
2010,G000801625,Species,815,4,True
2011,G000801625,Species,693,5,True
2012,G000801625,Genus,626,4,True
2013,G000801625,Family,622,4,True
2014,G000801625,Kingdom,595,3,True
2015,G000801625,Kingdom,537,4,True
2016,G000801625,Phylum,504,3,True
2017,G000801625,Phylum,483,5,True
2018,G000801625,Family,455,2,False
2019,G000801625,Family,453,5,False
2020,G000801625,Family,418,4,False
2021,G000801625,Family,390,3,False
2022,G000801625,Family,370,1,False
2023,G000801625,Phylum,369,4,True
2024,G000801625,Class,322,5,False
2025,G000801625,Genus,315,5,True
2026,G000801625,Order,312,0,True
2027,G000801625,Family,286,5,True
2028,G000801625,Order,283,2,False
2029,G000801625,Order,277,5,False
2030,G000801625,Order,276,1,False
2031,G000801625,Class,263,2,False
2032,G000801625,Class,224,4,False
2033,G000801625,Order,193,4,False
2034,G000801625,Class,183,3,False
2035,G000801625,Phylum,178,5,False
2036,G000801625,Order,174,3,False
2037,G000801625,Class,173,1,False
2038,G000801625,Order,151,1,True
2039,G000801625,Phylum,127,2,False
2040,G000801625,Phylum,119,4,False
2041,G000801625,Phylum,119,3,False
2042,G000801625,Phylum,115,1,False
2043,G000801625,Order,76,2,True
2044,G000801625,Genus,50,0,False
2045,G000801625,Order,47,3,True
2046,G000801625,Class,35,0,True
2047,G000801625,Order,22,0,False
2048,G000801625,Order,17,4,True
2049,G000801625,Phylum,10,0,False
2050,G000801625,Class,9,1,True
2051,G000801625,Class,6,5,True
2052,G000801625,Class,6,3,True
2053,G000801625,Class,4,4,True
2054,G000801625,Class,3,2,True
2055,G000801625,Class,2,0,False
2056,G000801625,Order,1,5,True
2057,G000801625,Family,1,0,False
2058,G004358745,Species,406792,0,False
2059,G004358745,Species,263207,1,False
2060,G004358745,Species,120790,2,False
2061,G004358745,Species,70973,3,False
2062,G004358745,Genus,68904,0,False
2063,G004358745,Species,63561,5,False
2064,G004358745,Species,56783,4,False
2065,G004358745,Genus,16643,1,False
2066,G004358745,Genus,4899,2,False
2067,G004358745,Genus,3301,3,False
2068,G004358745,Genus,3259,5,False
2069,G004358745,Genus,2994,4,False
2070,G004358745,Order,2896,0,False
2071,G004358745,Order,1722,1,False
2072,G004358745,Family,1069,0,False
2073,G004358745,Family,1057,1,False
2074,G004358745,Order,911,2,False
2075,G004358745,Kingdom,688,5,True
2076,G004358745,Family,686,2,False
2077,G004358745,Kingdom,667,0,True
2078,G004358745,Kingdom,602,1,True
2079,G004358745,Order,572,3,False
2080,G004358745,Class,519,0,False
2081,G004358745,Family,502,3,False
2082,G004358745,Phylum,482,1,False
2083,G004358745,Phylum,480,0,False
2084,G004358745,Class,472,1,False
2085,G004358745,Family,412,4,False
2086,G004358745,Order,407,5,False
2087,G004358745,Family,404,5,False
2088,G004358745,Order,379,4,False
2089,G004358745,Kingdom,335,4,True
2090,G004358745,Kingdom,328,2,True
2091,G004358745,Kingdom,288,3,True
2092,G004358745,Phylum,260,5,False
2093,G004358745,Class,256,2,False
2094,G004358745,Phylum,225,2,False
2095,G004358745,Class,168,3,False
2096,G004358745,Phylum,165,3,False
2097,G004358745,Class,162,5,False
2098,G004358745,Phylum,155,4,False
2099,G004358745,Class,129,4,False
2100,G004358745,Class,48,3,True
2101,G004358745,Class,47,2,True
2102,G004358745,Class,42,5,True
2103,G004358745,Phylum,36,3,True
2104,G004358745,Phylum,33,2,True
2105,G004358745,Class,25,4,True
2106,G004358745,Phylum,23,5,True
2107,G004358745,Phylum,23,4,True
2108,G004358745,Class,22,1,True
2109,G004358745,Phylum,21,1,True
2110,G004358745,Genus,11,5,True
2111,G004358745,Species,7,5,True
2112,G004358745,Genus,5,4,True
2113,G004358745,Family,5,4,True
2114,G004358745,Family,4,5,True
2115,G004358745,Species,4,4,True
2116,G004358745,Genus,3,1,True
2117,G004358745,Kingdom,2,5,False
2118,G004358745,Genus,2,3,True
2119,G004358745,Genus,2,2,True
2120,G004358745,Species,2,1,True
2121,G004358745,Phylum,2,0,True
2122,G004358745,Species,1,3,True
2123,G004358745,Species,1,2,True
2124,G004358745,Kingdom,1,1,False
2125,G001725945,Species,116707,5,False
2126,G001725945,Species,83290,3,False
2127,G001725945,Species,82956,2,False
2128,G001725945,Species,81236,4,False
2129,G001725945,Species,60416,1,False
2130,G001725945,Species,20377,0,False
2131,G001725945,Phylum,5647,1,True
2132,G001725945,Phylum,3658,2,True
2133,G001725945,Genus,3631,2,False
2134,G001725945,Order,3557,1,True
2135,G001725945,Phylum,3466,0,True
2136,G001725945,Genus,3418,0,True
2137,G001725945,Genus,3256,1,False
2138,G001725945,Genus,3217,3,False
2139,G001725945,Order,3122,0,True
2140,G001725945,Genus,3103,5,False
2141,G001725945,Family,3048,1,False
2142,G001725945,Family,2998,2,False
2143,G001725945,Family,2856,0,True
2144,G001725945,Family,2696,1,True
2145,G001725945,Genus,2566,4,False
2146,G001725945,Order,2049,2,True
2147,G001725945,Genus,2016,1,True
2148,G001725945,Family,1974,3,False
2149,G001725945,Kingdom,1912,1,True
2150,G001725945,Class,1883,1,True
2151,G001725945,Class,1700,0,True
2152,G001725945,Phylum,1568,3,True
2153,G001725945,Kingdom,1529,2,True
2154,G001725945,Family,1506,2,True
2155,G001725945,Class,1379,2,False
2156,G001725945,Class,1318,1,False
2157,G001725945,Family,1313,4,False
2158,G001725945,Family,1201,5,False
2159,G001725945,Class,1044,2,True
2160,G001725945,Class,1017,3,False
2161,G001725945,Kingdom,946,0,True
2162,G001725945,Family,912,0,False
2163,G001725945,Genus,885,0,False
2164,G001725945,Genus,803,2,True
2165,G001725945,Kingdom,797,3,True
2166,G001725945,Order,778,3,True
2167,G001725945,Class,743,5,False
2168,G001725945,Class,717,4,False
2169,G001725945,Phylum,677,4,True
2170,G001725945,Family,597,3,True
2171,G001725945,Kingdom,583,5,True
2172,G001725945,Order,523,2,False
2173,G001725945,Kingdom,520,4,True
2174,G001725945,Order,482,1,False
2175,G001725945,Class,470,3,True
2176,G001725945,Order,466,3,False
2177,G001725945,Order,433,5,False
2178,G001725945,Order,371,4,False
2179,G001725945,Phylum,330,5,True
2180,G001725945,Class,303,0,False
2181,G001725945,Order,302,4,True
2182,G001725945,Genus,276,3,True
2183,G001725945,Family,271,4,True
2184,G001725945,Order,173,5,True
2185,G001725945,Phylum,148,5,False
2186,G001725945,Family,147,5,True
2187,G001725945,Class,143,4,True
2188,G001725945,Phylum,103,4,False
2189,G001725945,Phylum,91,3,False
2190,G001725945,Order,88,0,False
2191,G001725945,Phylum,86,1,False
2192,G001725945,Phylum,79,2,False
2193,G001725945,Genus,76,4,True
2194,G001725945,Class,74,5,True
2195,G001725945,Genus,15,5,True
2196,G001725945,Phylum,10,0,False
2197,G001725945,Kingdom,2,3,False
2198,G001725945,Kingdom,1,5,False
2199,G001725945,Kingdom,1,4,False
2200,G002291575,Species,1077387,0,True
2201,G002291575,Species,102874,1,True
2202,G002291575,Species,63534,5,False
2203,G002291575,Species,50543,4,False
2204,G002291575,Species,43573,3,False
2205,G002291575,Species,28887,2,False
2206,G002291575,Family,23104,0,True
2207,G002291575,Species,12348,1,False
2208,G002291575,Species,9489,2,True
2209,G002291575,Genus,2519,5,False
2210,G002291575,Family,2302,1,True
2211,G002291575,Species,2113,0,False
2212,G002291575,Genus,2102,4,False
2213,G002291575,Genus,1872,3,False
2214,G002291575,Genus,1515,2,False
2215,G002291575,Family,1430,2,True
2216,G002291575,Species,1428,3,True
2217,G002291575,Family,971,3,True
2218,G002291575,Genus,750,1,False
2219,G002291575,Kingdom,719,5,True
2220,G002291575,Phylum,577,0,True
2221,G002291575,Family,439,4,True
2222,G002291575,Species,376,4,True
2223,G002291575,Family,336,5,False
2224,G002291575,Phylum,299,2,True
2225,G002291575,Kingdom,292,4,True
2226,G002291575,Phylum,284,1,True
2227,G002291575,Phylum,273,5,True
2228,G002291575,Phylum,257,3,True
2229,G002291575,Phylum,250,4,True
2230,G002291575,Kingdom,224,0,True
2231,G002291575,Family,212,5,True
2232,G002291575,Family,212,4,False
2233,G002291575,Kingdom,211,3,True
2234,G002291575,Order,196,5,False
2235,G002291575,Class,181,5,False
2236,G002291575,Kingdom,168,1,True
2237,G002291575,Kingdom,163,2,True
2238,G002291575,Species,158,5,True
2239,G002291575,Family,154,3,False
2240,G002291575,Phylum,125,5,False
2241,G002291575,Genus,122,0,True
2242,G002291575,Genus,119,0,False
2243,G002291575,Family,109,2,False
2244,G002291575,Class,100,3,False
2245,G002291575,Order,97,4,False
2246,G002291575,Class,97,4,False
2247,G002291575,Order,84,3,False
2248,G002291575,Class,73,2,False
2249,G002291575,Order,70,0,True
2250,G002291575,Phylum,56,4,False
2251,G002291575,Family,54,1,False
2252,G002291575,Order,43,2,False
2253,G002291575,Phylum,37,3,False
2254,G002291575,Phylum,31,2,False
2255,G002291575,Order,26,1,False
2256,G002291575,Order,20,1,True
2257,G002291575,Class,20,1,False
2258,G002291575,Order,18,2,True
2259,G002291575,Order,17,3,True
2260,G002291575,Order,13,4,True
2261,G002291575,Genus,9,1,True
2262,G002291575,Phylum,8,1,False
2263,G002291575,Class,4,2,True
2264,G002291575,Order,3,5,True
2265,G002291575,Order,3,0,False
2266,G002291575,Class,3,0,True
2267,G002291575,Class,1,5,True
2268,G002291575,Class,1,3,True
2269,G002291575,Class,1,0,False
2270,G009881125,Species,57874,5,False
2271,G009881125,Species,41107,4,False
2272,G009881125,Species,33205,3,False
2273,G009881125,Species,24375,2,False
2274,G009881125,Species,15472,1,False
2275,G009881125,Species,8047,0,False
2276,G009881125,Genus,2284,5,False
2277,G009881125,Genus,1802,4,False
2278,G009881125,Genus,1350,3,False
2279,G009881125,Genus,994,2,False
2280,G009881125,Kingdom,786,5,True
2281,G009881125,Kingdom,585,3,True
2282,G009881125,Kingdom,543,4,True
2283,G009881125,Kingdom,528,2,True
2284,G009881125,Family,480,5,False
2285,G009881125,Family,413,4,False
2286,G009881125,Genus,397,1,False
2287,G009881125,Kingdom,378,1,True
2288,G009881125,Family,358,3,False
2289,G009881125,Phylum,347,5,False
2290,G009881125,Class,337,5,False
2291,G009881125,Phylum,311,4,False
2292,G009881125,Class,307,4,False
2293,G009881125,Order,303,5,False
2294,G009881125,Order,291,0,True
2295,G009881125,Phylum,290,0,True
2296,G009881125,Family,281,2,False
2297,G009881125,Class,280,3,False
2298,G009881125,Kingdom,264,0,True
2299,G009881125,Order,259,4,False
2300,G009881125,Order,252,1,True
2301,G009881125,Phylum,228,3,False
2302,G009881125,Class,228,2,False
2303,G009881125,Phylum,226,1,True
2304,G009881125,Family,224,1,False
2305,G009881125,Order,216,3,False
2306,G009881125,Order,215,5,True
2307,G009881125,Order,214,4,True
2308,G009881125,Order,208,2,True
2309,G009881125,Order,177,3,True
2310,G009881125,Class,156,1,False
2311,G009881125,Phylum,151,2,False
2312,G009881125,Order,135,2,False
2313,G009881125,Phylum,126,2,True
2314,G009881125,Phylum,117,3,True
2315,G009881125,Genus,88,0,False
2316,G009881125,Order,83,1,False
2317,G009881125,Phylum,70,4,True
2318,G009881125,Phylum,67,1,False
2319,G009881125,Phylum,54,5,True
2320,G009881125,Family,48,0,False
2321,G009881125,Class,30,0,False
2322,G009881125,Class,27,0,True
2323,G009881125,Class,24,1,True
2324,G009881125,Class,16,2,True
2325,G009881125,Family,16,0,True
2326,G009881125,Order,16,0,False
2327,G009881125,Phylum,12,0,False
2328,G009881125,Genus,11,1,True
2329,G009881125,Class,10,3,True
2330,G009881125,Genus,8,2,True
2331,G009881125,Genus,8,0,True
2332,G009881125,Family,5,1,True
2333,G009881125,Kingdom,4,4,False
2334,G009881125,Class,2,5,True
2335,G009881125,Genus,2,4,True
2336,G009881125,Class,1,4,True
2337,G012026935,Species,69213,5,False
2338,G012026935,Species,40444,4,False
2339,G012026935,Species,31092,3,False
2340,G012026935,Species,22545,2,False
2341,G012026935,Species,12166,1,False
2342,G012026935,Species,3991,0,False
2343,G012026935,Genus,2753,5,False
2344,G012026935,Class,2596,3,True
2345,G012026935,Class,2437,2,True
2346,G012026935,Class,2316,4,True
2347,G012026935,Kingdom,1778,5,True
2348,G012026935,Genus,1700,4,False
2349,G012026935,Class,1595,5,True
2350,G012026935,Class,1524,1,True
2351,G012026935,Genus,1209,3,False
2352,G012026935,Kingdom,1201,4,True
2353,G012026935,Genus,1078,3,True
2354,G012026935,Genus,958,4,True
2355,G012026935,Genus,891,2,True
2356,G012026935,Genus,883,2,False
2357,G012026935,Kingdom,769,3,True
2358,G012026935,Phylum,743,5,False
2359,G012026935,Kingdom,708,2,True
2360,G012026935,Class,624,0,True
2361,G012026935,Kingdom,580,1,True
2362,G012026935,Genus,566,5,True
2363,G012026935,Genus,560,1,True
2364,G012026935,Family,509,5,False
2365,G012026935,Phylum,483,4,False
2366,G012026935,Kingdom,460,0,True
2367,G012026935,Genus,447,1,False
2368,G012026935,Phylum,404,3,False
2369,G012026935,Order,387,5,False
2370,G012026935,Genus,382,0,True
2371,G012026935,Family,348,4,False
2372,G012026935,Class,317,5,False
2373,G012026935,Phylum,312,2,False
2374,G012026935,Family,298,3,False
2375,G012026935,Family,298,2,False
2376,G012026935,Class,273,4,False
2377,G012026935,Order,259,4,False
2378,G012026935,Order,246,3,False
2379,G012026935,Phylum,202,1,False
2380,G012026935,Class,193,3,False
2381,G012026935,Family,179,1,False
2382,G012026935,Class,166,1,False
2383,G012026935,Order,158,2,False
2384,G012026935,Class,156,2,False
2385,G012026935,Order,135,1,False
2386,G012026935,Genus,121,0,False
2387,G012026935,Order,82,0,True
2388,G012026935,Family,49,0,False
2389,G012026935,Phylum,46,0,False
2390,G012026935,Order,29,0,False
2391,G012026935,Class,25,0,False
2392,G012026935,Order,17,1,True
2393,G012026935,Family,7,0,True
2394,G012026935,Order,2,2,True
2395,G012026935,Family,1,5,True
2396,G012026935,Kingdom,1,5,False
2397,G012026935,Family,1,1,True
2398,G001312245,Species,351797,0,True
2399,G001312245,Species,136636,1,True
2400,G001312245,Species,91194,5,False
2401,G001312245,Species,47088,2,True
2402,G001312245,Species,45283,4,False
2403,G001312245,Species,30756,3,False
2404,G001312245,Species,19205,2,False
2405,G001312245,Species,14094,3,True
2406,G001312245,Species,7624,1,False
2407,G001312245,Species,4140,4,True
2408,G001312245,Genus,2797,5,False
2409,G001312245,Genus,1847,4,False
2410,G001312245,Genus,1671,3,False
2411,G001312245,Kingdom,1435,2,True
2412,G001312245,Kingdom,1416,1,True
2413,G001312245,Genus,1375,2,False
2414,G001312245,Class,1281,0,False
2415,G001312245,Species,1228,5,True
2416,G001312245,Class,1219,2,False
2417,G001312245,Kingdom,1081,3,True
2418,G001312245,Class,1078,3,False
2419,G001312245,Class,1071,1,False
2420,G001312245,Family,860,5,False
2421,G001312245,Class,844,4,False
2422,G001312245,Family,842,2,False
2423,G001312245,Kingdom,824,0,True
2424,G001312245,Class,804,5,False
2425,G001312245,Species,799,0,False
2426,G001312245,Family,795,3,False
2427,G001312245,Phylum,792,2,False
2428,G001312245,Family,789,4,False
2429,G001312245,Genus,782,1,False
2430,G001312245,Kingdom,737,4,True
2431,G001312245,Phylum,711,1,False
2432,G001312245,Kingdom,650,5,True
2433,G001312245,Phylum,594,3,False
2434,G001312245,Order,513,2,False
2435,G001312245,Order,500,5,False
2436,G001312245,Order,480,3,False
2437,G001312245,Phylum,468,4,False
2438,G001312245,Order,438,4,False
2439,G001312245,Phylum,431,5,False
2440,G001312245,Family,423,1,False
2441,G001312245,Order,301,1,False
2442,G001312245,Genus,227,0,True
2443,G001312245,Phylum,190,0,False
2444,G001312245,Family,157,0,True
2445,G001312245,Phylum,64,1,True
2446,G001312245,Phylum,63,2,True
2447,G001312245,Genus,63,0,False
2448,G001312245,Family,62,1,True
2449,G001312245,Family,57,0,False
2450,G001312245,Phylum,56,3,True
2451,G001312245,Phylum,53,5,True
2452,G001312245,Genus,40,1,True
2453,G001312245,Phylum,36,4,True
2454,G001312245,Order,36,0,False
2455,G001312245,Phylum,14,0,True
2456,G001312245,Family,13,2,True
2457,G001312245,Genus,12,2,True
2458,G001312245,Family,4,3,True
2459,G001312245,Kingdom,3,3,False
2460,G001312245,Kingdom,2,5,False
2461,G001312245,Order,2,0,True
2462,G001312245,Family,1,5,True
2463,G001312245,Kingdom,1,2,False
2464,G001312245,Kingdom,1,1,False
2465,G003050565,Species,90307,5,False
2466,G003050565,Species,47634,4,False
2467,G003050565,Species,32939,3,False
2468,G003050565,Species,21085,2,False
2469,G003050565,Species,11269,1,False
2470,G003050565,Species,6216,0,False
2471,G003050565,Genus,3038,5,False
2472,G003050565,Genus,2474,4,False
2473,G003050565,Genus,1977,3,False
2474,G003050565,Kingdom,1597,2,True
2475,G003050565,Kingdom,1574,1,True
2476,G003050565,Genus,1554,2,False
2477,G003050565,Kingdom,1480,3,True
2478,G003050565,Kingdom,1105,4,True
2479,G003050565,Kingdom,1076,5,True
2480,G003050565,Kingdom,1073,0,True
2481,G003050565,Class,1053,2,False
2482,G003050565,Class,1036,3,False
2483,G003050565,Family,904,5,False
2484,G003050565,Class,850,5,False
2485,G003050565,Genus,850,1,False
2486,G003050565,Class,814,4,False
2487,G003050565,Family,780,2,False
2488,G003050565,Family,765,4,False
2489,G003050565,Family,754,3,False
2490,G003050565,Order,693,3,False
2491,G003050565,Order,678,4,False
2492,G003050565,Order,639,5,False
2493,G003050565,Class,639,1,False
2494,G003050565,Order,634,2,False
2495,G003050565,Family,546,1,False
2496,G003050565,Phylum,544,3,False
2497,G003050565,Phylum,536,5,False
2498,G003050565,Phylum,530,4,False
2499,G003050565,Phylum,467,2,False
2500,G003050565,Phylum,396,1,False
2501,G003050565,Order,369,1,False
2502,G003050565,Phylum,175,2,True
2503,G003050565,Class,173,0,False
2504,G003050565,Phylum,172,1,True
2505,G003050565,Family,159,0,False
2506,G003050565,Phylum,139,0,True
2507,G003050565,Genus,133,0,False
2508,G003050565,Order,116,0,False
2509,G003050565,Phylum,113,0,False
2510,G003050565,Phylum,105,3,True
2511,G003050565,Family,87,0,True
2512,G003050565,Class,71,1,True
2513,G003050565,Phylum,67,4,True
2514,G003050565,Class,44,2,True
2515,G003050565,Family,44,1,True
2516,G003050565,Phylum,40,5,True
2517,G003050565,Class,20,3,True
2518,G003050565,Class,20,0,True
2519,G003050565,Order,14,3,True
2520,G003050565,Order,14,1,True
2521,G003050565,Family,11,4,True
2522,G003050565,Family,9,3,True
2523,G003050565,Class,8,5,True
2524,G003050565,Order,8,4,True
2525,G003050565,Kingdom,8,1,False
2526,G003050565,Order,5,5,True
2527,G003050565,Family,5,2,True
2528,G003050565,Family,4,5,True
2529,G003050565,Kingdom,2,5,False
2530,G003050565,Class,1,4,True
2531,G003050565,Order,1,2,True
2532,G003050565,Kingdom,1,0,False
2533,G011620315,Species,108356,5,False
2534,G011620315,Species,89313,3,False
2535,G011620315,Species,88102,4,False
2536,G011620315,Species,83514,2,False
2537,G011620315,Species,58773,1,False
2538,G011620315,Species,54347,0,False
2539,G011620315,Phylum,4868,1,True
2540,G011620315,Phylum,3678,2,True
2541,G011620315,Genus,3471,2,False
2542,G011620315,Genus,3454,3,False
2543,G011620315,Genus,3390,5,False
2544,G011620315,Family,3196,2,False
2545,G011620315,Genus,3042,4,False
2546,G011620315,Phylum,2653,0,True
2547,G011620315,Family,2635,1,False
2548,G011620315,Genus,2609,1,False
2549,G011620315,Class,2581,1,True
2550,G011620315,Family,2406,3,False
2551,G011620315,Class,1869,0,True
2552,G011620315,Phylum,1793,3,True
2553,G011620315,Order,1753,2,False
2554,G011620315,Kingdom,1735,1,True
2555,G011620315,Family,1706,4,False
2556,G011620315,Class,1706,2,False
2557,G011620315,Class,1703,2,True
2558,G011620315,Order,1612,1,False
2559,G011620315,Order,1490,3,False
2560,G011620315,Class,1466,1,False
2561,G011620315,Kingdom,1393,2,True
2562,G011620315,Family,1390,5,False
2563,G011620315,Class,1222,3,False
2564,G011620315,Family,1087,0,False
2565,G011620315,Kingdom,950,3,True
2566,G011620315,Order,944,4,False
2567,G011620315,Class,885,3,True
2568,G011620315,Class,881,4,False
2569,G011620315,Phylum,828,4,True
2570,G011620315,Order,744,5,False
2571,G011620315,Class,736,5,False
2572,G011620315,Genus,687,0,True
2573,G011620315,Kingdom,675,5,True
2574,G011620315,Kingdom,675,0,True
2575,G011620315,Kingdom,653,4,True
2576,G011620315,Genus,646,0,False
2577,G011620315,Order,557,0,False
2578,G011620315,Genus,447,1,True
2579,G011620315,Class,413,0,False
2580,G011620315,Family,408,0,True
2581,G011620315,Phylum,394,5,True
2582,G011620315,Class,349,4,True
2583,G011620315,Family,278,1,True
2584,G011620315,Phylum,244,5,False
2585,G011620315,Phylum,174,3,False
2586,G011620315,Phylum,166,4,False
2587,G011620315,Genus,152,2,True
2588,G011620315,Class,147,5,True
2589,G011620315,Family,117,2,True
2590,G011620315,Phylum,114,2,False
2591,G011620315,Phylum,61,1,False
2592,G011620315,Genus,55,3,True
2593,G011620315,Family,38,3,True
2594,G011620315,Family,31,4,True
2595,G011620315,Genus,21,4,True
2596,G011620315,Phylum,8,0,False
2597,G011620315,Genus,6,5,True
2598,G011620315,Kingdom,4,5,False
2599,G011620315,Family,2,5,True
2600,G011620315,Kingdom,1,3,False
2601,G012961745,Species,58781,5,False
2602,G012961745,Species,28334,4,False
2603,G012961745,Species,17553,3,False
2604,G012961745,Species,8462,2,False
2605,G012961745,Species,2583,1,False
2606,G012961745,Genus,1776,5,False
2607,G012961745,Genus,1288,4,False
2608,G012961745,Genus,920,3,False
2609,G012961745,Kingdom,877,5,True
2610,G012961745,Kingdom,783,4,True
2611,G012961745,Kingdom,704,3,True
2612,G012961745,Genus,643,2,False
2613,G012961745,Kingdom,590,2,True
2614,G012961745,Phylum,568,5,False
2615,G012961745,Phylum,561,4,False
2616,G012961745,Phylum,501,3,False
2617,G012961745,Class,472,4,False
2618,G012961745,Class,461,5,False
2619,G012961745,Family,452,5,False
2620,G012961745,Class,445,3,False
2621,G012961745,Species,414,0,False
2622,G012961745,Phylum,407,2,False
2623,G012961745,Order,379,5,False
2624,G012961745,Family,376,4,False
2625,G012961745,Class,372,2,False
2626,G012961745,Family,329,3,False
2627,G012961745,Order,321,4,False
2628,G012961745,Kingdom,274,1,True
2629,G012961745,Genus,252,1,False
2630,G012961745,Order,227,3,False
2631,G012961745,Family,218,2,False
2632,G012961745,Class,215,1,False
2633,G012961745,Order,181,2,False
2634,G012961745,Phylum,181,1,False
2635,G012961745,Order,98,1,False
2636,G012961745,Family,91,1,False
2637,G012961745,Kingdom,59,0,True
2638,G012961745,Genus,45,0,False
2639,G012961745,Class,42,0,False
2640,G012961745,Phylum,40,0,False
2641,G012961745,Family,33,0,False
2642,G012961745,Order,10,0,False
2643,G012961745,Kingdom,5,5,False
2644,G012961745,Kingdom,3,3,False
2645,G002434245,Species,136330,0,True
2646,G002434245,Species,135057,1,True
2647,G002434245,Species,66558,2,True
2648,G002434245,Species,59487,1,False
2649,G002434245,Species,57194,5,False
2650,G002434245,Species,55457,2,False
2651,G002434245,Species,47275,3,False
2652,G002434245,Species,44298,4,False
2653,G002434245,Species,34282,0,False
2654,G002434245,Genus,29753,0,True
2655,G002434245,Species,22632,3,True
2656,G002434245,Genus,11774,1,True
2657,G002434245,Species,6408,4,True
2658,G002434245,Genus,3141,2,True
2659,G002434245,Genus,2484,5,False
2660,G002434245,Species,1898,5,True
2661,G002434245,Genus,1802,4,False
2662,G002434245,Genus,1424,3,False
2663,G002434245,Genus,977,2,False
2664,G002434245,Family,912,0,True
2665,G002434245,Kingdom,882,5,True
2666,G002434245,Phylum,683,0,True
2667,G002434245,Genus,657,3,True
2668,G002434245,Genus,509,1,False
2669,G002434245,Phylum,485,1,True
2670,G002434245,Family,475,1,True
2671,G002434245,Kingdom,383,4,True
2672,G002434245,Order,366,5,False
2673,G002434245,Kingdom,347,1,True
2674,G002434245,Phylum,339,5,False
2675,G002434245,Kingdom,335,2,True
2676,G002434245,Family,334,5,False
2677,G002434245,Kingdom,333,3,True
2678,G002434245,Kingdom,323,0,True
2679,G002434245,Order,317,4,False
2680,G002434245,Family,295,4,False
2681,G002434245,Family,276,3,False
2682,G002434245,Order,272,3,False
2683,G002434245,Order,269,2,False
2684,G002434245,Order,265,1,False
2685,G002434245,Phylum,245,2,True
2686,G002434245,Order,234,0,True
2687,G002434245,Family,230,2,False
2688,G002434245,Class,218,5,False
2689,G002434245,Family,211,2,True
2690,G002434245,Class,190,3,False
2691,G002434245,Family,183,1,False
2692,G002434245,Family,159,4,True
2693,G002434245,Phylum,156,4,False
2694,G002434245,Class,151,2,False
2695,G002434245,Family,146,3,True
2696,G002434245,Genus,142,4,True
2697,G002434245,Class,132,4,False
2698,G002434245,Phylum,124,3,True
2699,G002434245,Family,118,5,True
2700,G002434245,Phylum,113,3,False
2701,G002434245,Order,103,1,True
2702,G002434245,Class,103,0,True
2703,G002434245,Genus,101,0,False
2704,G002434245,Phylum,91,2,False
2705,G002434245,Class,90,1,False
2706,G002434245,Phylum,86,4,True
2707,G002434245,Phylum,85,5,True
2708,G002434245,Phylum,57,1,False
2709,G002434245,Class,55,1,True
2710,G002434245,Class,45,2,True
2711,G002434245,Family,45,0,False
2712,G002434245,Order,43,2,True
2713,G002434245,Order,43,0,False
2714,G002434245,Class,25,3,True
2715,G002434245,Genus,23,5,True
2716,G002434245,Order,12,3,True
2717,G002434245,Class,11,0,False
2718,G002434245,Phylum,7,0,False
2719,G002434245,Class,3,4,True
2720,G002434245,Kingdom,1,5,False
2721,G002434245,Order,1,4,True
2722,G001312805,Species,915786,0,True
2723,G001312805,Species,85741,5,False
2724,G001312805,Species,38388,4,False
2725,G001312805,Species,37764,1,True
2726,G001312805,Species,27258,3,False
2727,G001312805,Species,19609,2,False
2728,G001312805,Species,10984,1,False
2729,G001312805,Family,4255,0,True
2730,G001312805,Species,4062,2,True
2731,G001312805,Genus,2336,5,False
2732,G001312805,Species,2307,3,True
2733,G001312805,Kingdom,1629,0,True
2734,G001312805,Species,1491,4,True
2735,G001312805,Genus,1316,4,False
2736,G001312805,Order,1304,0,True
2737,G001312805,Kingdom,1290,1,True
2738,G001312805,Genus,1158,3,False
2739,G001312805,Class,1114,2,False
2740,G001312805,Kingdom,1056,2,True
2741,G001312805,Phylum,995,0,True
2742,G001312805,Genus,984,2,False
2743,G001312805,Class,959,3,False
2744,G001312805,Class,829,1,False
2745,G001312805,Species,822,5,True
2746,G001312805,Family,821,5,False
2747,G001312805,Class,803,5,False
2748,G001312805,Class,780,4,False
2749,G001312805,Kingdom,739,3,True
2750,G001312805,Genus,707,1,False
2751,G001312805,Family,653,3,False
2752,G001312805,Family,622,4,False
2753,G001312805,Family,603,2,False
2754,G001312805,Phylum,601,1,True
2755,G001312805,Phylum,573,2,True
2756,G001312805,Family,560,1,False
2757,G001312805,Family,513,1,True
2758,G001312805,Kingdom,511,5,True
2759,G001312805,Kingdom,454,4,True
2760,G001312805,Phylum,372,3,True
2761,G001312805,Order,363,5,False
2762,G001312805,Order,338,1,True
2763,G001312805,Order,314,2,False
2764,G001312805,Order,303,3,False
2765,G001312805,Order,252,4,False
2766,G001312805,Phylum,212,4,True
2767,G001312805,Order,200,1,False
2768,G001312805,Family,198,2,True
2769,G001312805,Phylum,187,5,True
2770,G001312805,Order,179,2,True
2771,G001312805,Phylum,168,5,False
2772,G001312805,Order,125,3,True
2773,G001312805,Phylum,112,2,False
2774,G001312805,Class,107,0,True
2775,G001312805,Genus,104,0,True
